Country Name,Country Code,Year,Region,IncomeGroup,EnrollmentRate,EducationLevel,Gender
Heavily indebted poor countries (HIPC),HPC,2010,,,73.70484,Primary,Female
Jordan,JOR,2013,Middle East & North Africa,Upper middle income,74.15018,Primary,Female
Kuwait,KWT,2005,Middle East & North Africa,High income,94.93018,Primary,Female
Moldova,MDA,2017,Europe & Central Asia,Upper middle income,89.60835,Primary,Female
Montenegro,MNE,2015,Europe & Central Asia,Upper middle income,95.34561,Primary,Female
Netherlands,NLD,1985,Europe & Central Asia,High income,88.2721,Primary,Female
Pacific island small states,PSS,2007,,,82.93131,Primary,Female
Romania,ROU,1994,Europe & Central Asia,Upper middle income,83.3965,Primary,Female
Senegal,SEN,1997,Sub-Saharan Africa,Lower middle income,48.69991,Primary,Female
Turkey,TUR,1974,Europe & Central Asia,Upper middle income,76.44057,Primary,Female
Tanzania,TZA,2018,Sub-Saharan Africa,Lower middle income,84.14222,Primary,Female
United States,USA,2011,North America,High income,96.93143,Primary,Female
United States,USA,2016,North America,High income,99.56904,Primary,Female
Bangladesh,BGD,1990,South Asia,Lower middle income,68.95354,Primary,Female
Cote d'Ivoire,CIV,2001,Sub-Saharan Africa,Lower middle income,51.94523,Primary,Female
Comoros,COM,2017,Sub-Saharan Africa,Lower middle income,83.59432,Primary,Female
Eritrea,ERI,2007,Sub-Saharan Africa,Low income,74.73433,Primary,Female
Ethiopia,ETH,2010,Sub-Saharan Africa,Low income,72.3039,Primary,Female
Greece,GRC,2006,Europe & Central Asia,High income,94.65954,Primary,Female
Guatemala,GTM,2001,Latin America & Caribbean,Upper middle income,80.22159,Primary,Female
Ireland,IRL,1996,Europe & Central Asia,High income,89.54941,Primary,Female
Jamaica,JAM,1986,Latin America & Caribbean,Upper middle income,97.00761,Primary,Female
"Macao SAR, China",MAC,2002,East Asia & Pacific,High income,84.46863,Primary,Female
Mozambique,MOZ,2018,Sub-Saharan Africa,Low income,92.4766,Primary,Female
Mauritania,MRT,1998,Sub-Saharan Africa,Lower middle income,58.15936,Primary,Female
Panama,PAN,1983,Latin America & Caribbean,Upper middle income,84.72215,Primary,Female
Paraguay,PRY,1993,Latin America & Caribbean,Upper middle income,95.2745,Primary,Female
Sao Tome and Principe,STP,2015,Sub-Saharan Africa,Lower middle income,87.87371,Primary,Female
Syrian Arab Republic,SYR,1983,Middle East & North Africa,Low income,78.88,Primary,Female
Syrian Arab Republic,SYR,1997,Middle East & North Africa,Low income,92.0179,Primary,Female
Syrian Arab Republic,SYR,2013,Middle East & North Africa,Low income,71.45407,Primary,Female
Tunisia,TUN,1996,Middle East & North Africa,Lower middle income,93.36097,Primary,Female
Tanzania,TZA,1995,Sub-Saharan Africa,Lower middle income,50.21043,Primary,Female
Burkina Faso,BFA,1982,Sub-Saharan Africa,Low income,12.50584,Primary,Female
Botswana,BWA,1992,Sub-Saharan Africa,Upper middle income,96.22717,Primary,Female
Switzerland,CHE,1981,Europe & Central Asia,High income,77.92082,Primary,Female
Cuba,CUB,2016,Latin America & Caribbean,Upper middle income,94.44392,Primary,Female
St. Lucia,LCA,2007,Latin America & Caribbean,Upper middle income,93.79285,Primary,Female
Luxembourg,LUX,1987,Europe & Central Asia,High income,79.43545,Primary,Female
Latvia,LVA,2011,Europe & Central Asia,High income,98.28579,Primary,Female
Maldives,MDV,2016,South Asia,Upper middle income,97.00251,Primary,Female
Middle East & North Africa,MEA,2004,,,87.7808,Primary,Female
Nigeria,NGA,2006,Sub-Saharan Africa,Lower middle income,64.73516,Primary,Female
Oman,OMN,1986,Middle East & North Africa,High income,60.53199,Primary,Female
Oman,OMN,1988,Middle East & North Africa,High income,61.7355,Primary,Female
Panama,PAN,2005,Latin America & Caribbean,Upper middle income,97.60254,Primary,Female
Puerto Rico,PRI,2014,Latin America & Caribbean,High income,88.23688,Primary,Female
Qatar,QAT,1971,Middle East & North Africa,High income,74.57173,Primary,Female
Romania,ROU,2001,Europe & Central Asia,Upper middle income,90.82164,Primary,Female
Sub-Saharan Africa (excluding high income),SSA,2015,,,75.52283,Primary,Female
Suriname,SUR,2008,Latin America & Caribbean,Upper middle income,90.07385,Primary,Female
Suriname,SUR,2013,Latin America & Caribbean,Upper middle income,90.03167,Primary,Female
South Africa,ZAF,2001,Sub-Saharan Africa,Upper middle income,92.45591,Primary,Female
Arab World,ARB,2008,,,82.21837,Primary,Female
Burundi,BDI,1986,Sub-Saharan Africa,Low income,35.33768,Primary,Female
Canada,CAN,1984,North America,High income,94.85156,Primary,Female
Denmark,DNK,1990,Europe & Central Asia,High income,97.84123,Primary,Female
Eritrea,ERI,2014,Sub-Saharan Africa,Low income,60.07146,Primary,Female
Hungary,HUN,2007,Europe & Central Asia,High income,96.15161,Primary,Female
Lao PDR,LAO,2003,East Asia & Pacific,Lower middle income,75.57097,Primary,Female
Lesotho,LSO,1979,Sub-Saharan Africa,Lower middle income,70.56809,Primary,Female
North Macedonia,MKD,2004,Europe & Central Asia,Upper middle income,92.1476,Primary,Female
OECD members,OED,2013,,,96.36372,Primary,Female
Rwanda,RWA,1999,Sub-Saharan Africa,Low income,85.63319,Primary,Female
Senegal,SEN,2007,Sub-Saharan Africa,Lower middle income,70.6294,Primary,Female
Slovak Republic,SVK,2013,Europe & Central Asia,High income,85.35829,Primary,Female
Timor-Leste,TLS,2013,East Asia & Pacific,Lower middle income,91.4399,Primary,Female
South Asia (IDA & IBRD),TSA,2016,,,90.9288,Primary,Female
Sub-Saharan Africa (IDA & IBRD countries),TSS,2013,,,75.08155,Primary,Female
Trinidad and Tobago,TTO,1972,Latin America & Caribbean,High income,92.58401,Primary,Female
Trinidad and Tobago,TTO,1978,Latin America & Caribbean,High income,94.70958,Primary,Female
Tanzania,TZA,1987,Sub-Saharan Africa,Lower middle income,55.55926,Primary,Female
Ukraine,UKR,2003,Europe & Central Asia,Lower middle income,90.14729,Primary,Female
Bahrain,BHR,1994,Middle East & North Africa,High income,99.01581,Primary,Female
Barbados,BRB,1989,Latin America & Caribbean,High income,99.7782,Primary,Female
United Kingdom,GBR,2006,Europe & Central Asia,High income,99.89233,Primary,Female
Indonesia,IDN,1976,East Asia & Pacific,Lower middle income,71.81099,Primary,Female
Kenya,KEN,2006,Sub-Saharan Africa,Lower middle income,69.86542,Primary,Female
Middle East & North Africa (excluding high income),MNA,2000,,,81.54217,Primary,Female
Mongolia,MNG,2005,East Asia & Pacific,Lower middle income,93.08856,Primary,Female
Mozambique,MOZ,1986,Sub-Saharan Africa,Low income,47.21884,Primary,Female
Mauritius,MUS,1977,Sub-Saharan Africa,Upper middle income,82.55524,Primary,Female
Netherlands,NLD,1971,Europe & Central Asia,High income,93.77312,Primary,Female
OECD members,OED,2004,,,96.11429,Primary,Female
OECD members,OED,2012,,,96.23532,Primary,Female
Sweden,SWE,2003,Europe & Central Asia,High income,98.77722,Primary,Female
Burkina Faso,BFA,2011,Sub-Saharan Africa,Low income,62.77919,Primary,Female
Caribbean small states,CSS,2006,,,91.01731,Primary,Female
Czech Republic,CZE,2013,Europe & Central Asia,High income,89.33868,Primary,Female
Djibouti,DJI,1989,Middle East & North Africa,Lower middle income,22.8225,Primary,Female
Dominican Republic,DOM,2018,Latin America & Caribbean,Upper middle income,94.0781,Primary,Female
Euro area,EMU,2018,,,97.69648,Primary,Female
United Kingdom,GBR,2010,Europe & Central Asia,High income,98.17527,Primary,Female
Guinea,GIN,2007,Sub-Saharan Africa,Low income,62.21745,Primary,Female
Greece,GRC,1985,Europe & Central Asia,High income,94.44021,Primary,Female
Haiti,HTI,1997,Latin America & Caribbean,Lower middle income,57.36856,Primary,Female
IBRD only,IBD,2016,,,96.1327,Primary,Female
Kuwait,KWT,1979,Middle East & North Africa,High income,75.54382,Primary,Female
Kuwait,KWT,2000,Middle East & North Africa,High income,92.32883,Primary,Female
Low income,LIC,2004,,,63.23367,Primary,Female
Lesotho,LSO,2014,Sub-Saharan Africa,Lower middle income,88.86898,Primary,Female
North Macedonia,MKD,2012,Europe & Central Asia,Upper middle income,89.09018,Primary,Female
OECD members,OED,2014,,,96.64467,Primary,Female
Panama,PAN,2017,Latin America & Caribbean,Upper middle income,86.46573,Primary,Female
Timor-Leste,TLS,2014,East Asia & Pacific,Lower middle income,93.40354,Primary,Female
Tunisia,TUN,1992,Middle East & North Africa,Lower middle income,91.21126,Primary,Female
Tunisia,TUN,1995,Middle East & North Africa,Lower middle income,93.97818,Primary,Female
Zambia,ZMB,2011,Sub-Saharan Africa,Lower middle income,90.43112,Primary,Female
Angola,AGO,1982,Sub-Saharan Africa,Lower middle income,43.48325,Primary,Female
Azerbaijan,AZE,2002,Europe & Central Asia,Upper middle income,83.88251,Primary,Female
"Congo, Rep.",COG,1983,Sub-Saharan Africa,Lower middle income,86.9558,Primary,Female
Colombia,COL,2014,Latin America & Caribbean,Upper middle income,93.22195,Primary,Female
Cabo Verde,CPV,1986,Sub-Saharan Africa,Lower middle income,95.42331,Primary,Female
Guyana,GUY,1995,Latin America & Caribbean,Upper middle income,89.20844,Primary,Female
India,IND,2003,South Asia,Lower middle income,87.68983,Primary,Female
Iceland,ISL,2007,Europe & Central Asia,High income,98.4981,Primary,Female
Kyrgyz Republic,KGZ,2003,Europe & Central Asia,Lower middle income,92.91177,Primary,Female
St. Kitts and Nevis,KNA,1985,Latin America & Caribbean,High income,81.31102,Primary,Female
Malta,MLT,1974,Middle East & North Africa,High income,80.63446,Primary,Female
Malta,MLT,1992,Middle East & North Africa,High income,95.23583,Primary,Female
Portugal,PRT,1991,Europe & Central Asia,High income,99.0123,Primary,Female
Suriname,SUR,2014,Latin America & Caribbean,Upper middle income,90.29933,Primary,Female
Slovenia,SVN,2004,Europe & Central Asia,High income,99.95643,Primary,Female
Zambia,ZMB,2017,Sub-Saharan Africa,Lower middle income,87.03175,Primary,Female
Belgium,BEL,2017,Europe & Central Asia,High income,99.24697,Primary,Female
Bahrain,BHR,2013,Middle East & North Africa,High income,94.24128,Primary,Female
Bolivia,BOL,2009,Latin America & Caribbean,Lower middle income,97.39625,Primary,Female
France,FRA,1985,Europe & Central Asia,High income,95.09114,Primary,Female
Guinea,GIN,2013,Sub-Saharan Africa,Low income,69.55429,Primary,Female
Luxembourg,LUX,1999,Europe & Central Asia,High income,98.39984,Primary,Female
"Macao SAR, China",MAC,2004,East Asia & Pacific,High income,84.61418,Primary,Female
Middle East & North Africa,MEA,2005,,,88.31958,Primary,Female
Middle income,MIC,2013,,,91.11373,Primary,Female
Mauritania,MRT,2003,Sub-Saharan Africa,Lower middle income,66.98693,Primary,Female
Norway,NOR,2007,Europe & Central Asia,High income,99.1521,Primary,Female
Togo,TGO,1971,Sub-Saharan Africa,Low income,32.22932,Primary,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,2006,,,94.93191,Primary,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,2015,,,95.89978,Primary,Female
Zimbabwe,ZWE,2002,Sub-Saharan Africa,Lower middle income,90.74046,Primary,Female
Australia,AUS,1994,East Asia & Pacific,High income,96.71711,Primary,Female
Caribbean small states,CSS,1999,,,92.35063,Primary,Female
Cuba,CUB,1989,Latin America & Caribbean,Upper middle income,91.67703,Primary,Female
Cyprus,CYP,1995,Europe & Central Asia,High income,96.13147,Primary,Female
Djibouti,DJI,1993,Middle East & North Africa,Lower middle income,23.06435,Primary,Female
Algeria,DZA,1992,Middle East & North Africa,Lower middle income,83.17855,Primary,Female
Eritrea,ERI,2011,Sub-Saharan Africa,Low income,63.78245,Primary,Female
United Kingdom,GBR,1980,Europe & Central Asia,High income,97.94528,Primary,Female
High income,HIC,2017,,,96.82547,Primary,Female
Indonesia,IDN,2016,East Asia & Pacific,Lower middle income,91.35384,Primary,Female
Mali,MLI,2012,Sub-Saharan Africa,Low income,62.28596,Primary,Female
Panama,PAN,2013,Latin America & Caribbean,Upper middle income,92.73396,Primary,Female
Romania,ROU,2000,Europe & Central Asia,Upper middle income,90.77492,Primary,Female
Russian Federation,RUS,1995,Europe & Central Asia,Upper middle income,93.49224,Primary,Female
Sub-Saharan Africa,SSF,2009,,,72.90485,Primary,Female
Suriname,SUR,2009,Latin America & Caribbean,Upper middle income,93.95546,Primary,Female
Zambia,ZMB,1981,Sub-Saharan Africa,Lower middle income,75.42786,Primary,Female
Botswana,BWA,1977,Sub-Saharan Africa,Upper middle income,76.23953,Primary,Female
European Union,EUU,2010,,,97.88102,Primary,Female
Fragile and conflict affected situations,FCS,2003,,,58.03599,Primary,Female
"Gambia, The",GMB,1993,Sub-Saharan Africa,Low income,43.12576,Primary,Female
Greece,GRC,1997,Europe & Central Asia,High income,89.91082,Primary,Female
Heavily indebted poor countries (HIPC),HPC,2012,,,76.41076,Primary,Female
Indonesia,IDN,1996,East Asia & Pacific,Lower middle income,91.25248,Primary,Female
Mexico,MEX,1998,Latin America & Caribbean,Upper middle income,96.42918,Primary,Female
Malaysia,MYS,2012,East Asia & Pacific,Upper middle income,98.90222,Primary,Female
Post-demographic dividend,PST,2007,,,96.44421,Primary,Female
Serbia,SRB,2010,Europe & Central Asia,Upper middle income,94.67606,Primary,Female
Sao Tome and Principe,STP,2013,Sub-Saharan Africa,Lower middle income,88.95186,Primary,Female
Slovak Republic,SVK,2017,Europe & Central Asia,High income,84.16967,Primary,Female
Uruguay,URY,1997,Latin America & Caribbean,High income,92.64541,Primary,Female
St. Vincent and the Grenadines,VCT,2005,Latin America & Caribbean,Upper middle income,96.83536,Primary,Female
United Arab Emirates,ARE,1996,Middle East & North Africa,High income,86.10874,Primary,Female
Burundi,BDI,1980,Sub-Saharan Africa,Low income,15.04514,Primary,Female
Belgium,BEL,1993,Europe & Central Asia,High income,97.97415,Primary,Female
Burkina Faso,BFA,2006,Sub-Saharan Africa,Low income,44.51913,Primary,Female
Djibouti,DJI,1995,Middle East & North Africa,Lower middle income,24.90626,Primary,Female
Djibouti,DJI,1996,Middle East & North Africa,Lower middle income,24.44266,Primary,Female
Dominica,DMA,1980,Latin America & Caribbean,Upper middle income,87.07084,Primary,Female
Dominican Republic,DOM,2014,Latin America & Caribbean,Upper middle income,91.12181,Primary,Female
Finland,FIN,2007,Europe & Central Asia,High income,97.61133,Primary,Female
"Gambia, The",GMB,1971,Sub-Saharan Africa,Low income,12.94044,Primary,Female
"Gambia, The",GMB,1982,Sub-Saharan Africa,Low income,37.2003,Primary,Female
IDA & IBRD total,IBT,2013,,,88.91404,Primary,Female
Lao PDR,LAO,2009,East Asia & Pacific,Lower middle income,87.95014,Primary,Female
Morocco,MAR,1987,Middle East & North Africa,Lower middle income,46.99889,Primary,Female
Madagascar,MDG,1999,Sub-Saharan Africa,Low income,65.18301,Primary,Female
Marshall Islands,MHL,2016,East Asia & Pacific,Upper middle income,76.23719,Primary,Female
Oman,OMN,1985,Middle East & North Africa,High income,51.55054,Primary,Female
Panama,PAN,1975,Latin America & Caribbean,Upper middle income,88.78248,Primary,Female
Romania,ROU,2012,Europe & Central Asia,Upper middle income,94.03819,Primary,Female
Sao Tome and Principe,STP,2014,Sub-Saharan Africa,Lower middle income,88.84831,Primary,Female
Eswatini,SWZ,1991,Sub-Saharan Africa,Lower middle income,74.47759,Primary,Female
Burundi,BDI,1973,Sub-Saharan Africa,Low income,13.8499,Primary,Female
Belgium,BEL,2000,Europe & Central Asia,High income,99.36219,Primary,Female
Brunei Darussalam,BRN,1981,East Asia & Pacific,High income,76.56047,Primary,Female
Dominican Republic,DOM,2012,Latin America & Caribbean,Upper middle income,92.63183,Primary,Female
United Kingdom,GBR,2008,Europe & Central Asia,High income,98.83274,Primary,Female
Hungary,HUN,1998,Europe & Central Asia,High income,98.133,Primary,Female
Jordan,JOR,2008,Middle East & North Africa,Upper middle income,87.16308,Primary,Female
Least developed countries: UN classification,LDC,2003,,,65.5373,Primary,Female
"Macao SAR, China",MAC,2001,East Asia & Pacific,High income,84.52131,Primary,Female
Morocco,MAR,2006,Middle East & North Africa,Lower middle income,86.3512,Primary,Female
Madagascar,MDG,2001,Sub-Saharan Africa,Low income,68.02313,Primary,Female
Mongolia,MNG,2012,East Asia & Pacific,Lower middle income,96.79143,Primary,Female
Romania,ROU,2009,Europe & Central Asia,Upper middle income,96.26787,Primary,Female
Sudan,SDN,2013,Sub-Saharan Africa,Low income,57.63927,Primary,Female
Sao Tome and Principe,STP,2010,Sub-Saharan Africa,Lower middle income,91.84603,Primary,Female
Slovenia,SVN,2003,Europe & Central Asia,High income,98.03322,Primary,Female
Eswatini,SWZ,1977,Sub-Saharan Africa,Lower middle income,69.14835,Primary,Female
Syrian Arab Republic,SYR,1989,Middle East & North Africa,Low income,90.98338,Primary,Female
Burundi,BDI,2000,Sub-Saharan Africa,Low income,37.63632,Primary,Female
Bahrain,BHR,2005,Middle East & North Africa,High income,92.2918,Primary,Female
Botswana,BWA,2007,Sub-Saharan Africa,Upper middle income,89.53966,Primary,Female
Canada,CAN,1993,North America,High income,95.8605,Primary,Female
Switzerland,CHE,1977,Europe & Central Asia,High income,76.9349,Primary,Female
Cameroon,CMR,2017,Sub-Saharan Africa,Lower middle income,88.71914,Primary,Female
Caribbean small states,CSS,2004,,,91.71112,Primary,Female
Ecuador,ECU,1979,Latin America & Caribbean,Upper middle income,88.33894,Primary,Female
France,FRA,2012,Europe & Central Asia,High income,99.45468,Primary,Female
Georgia,GEO,2012,Europe & Central Asia,Upper middle income,98.35329,Primary,Female
Iraq,IRQ,1983,Middle East & North Africa,Upper middle income,84.58905,Primary,Female
Middle East & North Africa,MEA,2008,,,91.30392,Primary,Female
Marshall Islands,MHL,2011,East Asia & Pacific,Upper middle income,92.63302,Primary,Female
Oman,OMN,1991,Middle East & North Africa,High income,66.56478,Primary,Female
Panama,PAN,2012,Latin America & Caribbean,Upper middle income,94.39614,Primary,Female
